172.23.72.14;2023-11-06 07:30:28.007996;-20.464803001;-43.908430605
172.23.72.14;2023-11-06 07:31:01.095412;-20.464803389;-43.908430527
172.23.72.14;2023-11-06 07:31:36.054184;-20.464803580;-43.908430823
172.23.72.14;2023-11-06 07:32:11.886029;-20.464803487;-43.908431174
172.23.72.14;2023-11-06 07:32:45.886987;-20.464803307;-43.908431300
172.23.72.14;2023-11-06 07:33:19.311310;-20.464802918;-43.908431361
172.23.72.14;2023-11-06 07:33:54.004636;-20.464802798;-43.908431368
172.23.72.14;2023-11-06 07:34:27.807030;-20.464802865;-43.908431356
172.23.72.14;2023-11-06 07:35:02.284814;-20.464802175;-43.908430365
172.23.72.14;2023-11-06 07:35:35.577751;-20.464434580;-43.908005160
172.23.72.14;2023-11-06 07:36:13.103968;-20.464376003;-43.907979512
172.23.72.14;2023-11-06 07:36:46.010887;-20.464379951;-43.907978586
172.23.72.14;2023-11-06 07:37:19.772721;-20.464377792;-43.907978579
172.23.72.14;2023-11-06 07:37:56.003681;-20.464377555;-43.907978905
172.23.72.14;2023-11-06 07:38:28.382767;-20.464377319;-43.907979120
172.23.72.14;2023-11-06 07:39:01.964447;-20.464377129;-43.907979152
172.23.72.14;2023-11-06 07:39:34.979239;-20.464376959;-43.907979115
172.23.72.14;2023-11-06 07:40:13.131316;-20.464376683;-43.907979089
172.23.72.14;2023-11-06 07:40:45.591187;-20.464376460;-43.907979103
172.23.72.14;2023-11-06 07:41:19.282256;-20.464376245;-43.907979117
172.23.72.14;2023-11-06 07:41:53.585239;-20.464376015;-43.907979106
172.23.72.14;2023-11-06 07:42:27.876482;-20.464375911;-43.907979039
172.23.72.14;2023-11-06 07:43:01.536296;-20.464375847;-43.907978997
172.23.72.14;2023-11-06 07:43:35.340915;-20.464375734;-43.907978867
172.23.72.14;2023-11-06 07:44:12.819419;-20.464090604;-43.907814152
172.23.72.14;2023-11-06 07:44:45.973033;-20.464092335;-43.907814522
172.23.72.14;2023-11-06 07:45:20.683398;-20.464090939;-43.907814235
172.23.72.14;2023-11-06 07:45:53.958924;-20.464090481;-43.907814409
172.23.72.14;2023-11-06 07:46:27.923392;-20.463938471;-43.907721020
172.23.72.14;2023-11-06 07:47:02.099271;-20.463938672;-43.907721257
172.23.72.14;2023-11-06 07:47:36.390138;-20.463939123;-43.907718731
172.23.72.14;2023-11-06 07:48:12.996799;-20.463939581;-43.907718016
172.23.72.14;2023-11-06 07:48:46.742845;-20.463940052;-43.907717492
172.23.72.14;2023-11-06 07:49:20.344745;-20.463940391;-43.907717151
172.23.72.14;2023-11-06 07:49:54.484548;-20.463940303;-43.907717118
172.23.72.14;2023-11-06 07:50:28.392343;-20.463940119;-43.907717206
172.23.72.14;2023-11-06 07:51:01.342138;-20.463839763;-43.907627371
172.23.72.14;2023-11-06 07:51:35.312395;-20.463782501;-43.907539543
172.23.72.14;2023-11-06 07:52:12.589918;-20.463837529;-43.907505194
172.23.72.14;2023-11-06 07:52:46.122764;-20.463797560;-43.907565766
172.23.72.14;2023-11-06 07:53:20.996750;-20.464388190;-43.908034585
172.23.72.14;2023-11-06 07:53:54.878139;-20.464690477;-43.909203891
172.23.72.14;2023-11-06 07:54:28.121944;-20.463663065;-43.910172794
172.23.72.14;2023-11-06 07:55:02.010708;-20.463009896;-43.911708342
172.23.72.14;2023-11-06 07:55:36.699120;-20.462095330;-43.914011129
172.23.72.14;2023-11-06 07:56:13.370761;-20.461232018;-43.916509272
172.23.72.14;2023-11-06 07:56:46.557656;-20.460972978;-43.918359664
172.23.72.14;2023-11-06 07:57:20.556690;-20.459404468;-43.918873712
172.23.72.14;2023-11-06 07:57:54.914484;-20.458703237;-43.918875029
172.23.72.14;2023-11-06 07:58:28.850936;-20.458702261;-43.918907997
172.23.72.14;2023-11-06 07:59:01.749355;-20.458701397;-43.918909183
172.23.72.14;2023-11-06 07:59:35.876961;-20.458697145;-43.918915617
172.23.72.14;2023-11-06 08:00:12.179793;-20.458695621;-43.918917297
172.23.72.14;2023-11-06 08:00:46.697962;-20.458694820;-43.918917842
172.23.72.14;2023-11-06 08:01:20.814571;-20.458694550;-43.918917885
172.23.72.14;2023-11-06 08:01:54.075613;-20.458700517;-43.918880193
172.23.72.14;2023-11-06 08:02:28.078705;-20.460256392;-43.918877675
172.23.72.14;2023-11-06 08:03:01.744727;-20.461757341;-43.918641317
172.23.72.14;2023-11-06 08:03:36.706788;-20.463835268;-43.919953211
172.23.72.14;2023-11-06 08:04:13.120588;-20.465975277;-43.921292097
172.23.72.14;2023-11-06 08:04:46.092469;-20.467744310;-43.922320094
172.23.72.14;2023-11-06 08:05:20.481018;-20.469722601;-43.922838933
172.23.72.14;2023-11-06 08:05:54.209147;-20.471416668;-43.923484854
172.23.72.14;2023-11-06 08:06:28.303692;-20.472086290;-43.923927102
172.23.72.14;2023-11-06 08:07:02.482243;-20.474632801;-43.922910049
172.23.72.14;2023-11-06 08:07:36.394864;-20.474805673;-43.920328459
172.23.72.14;2023-11-06 08:08:13.243905;-20.474682527;-43.917999394
172.23.72.14;2023-11-06 08:08:46.211449;-20.473779075;-43.917397124
172.23.72.14;2023-11-06 08:09:20.225890;-20.473245061;-43.918227513
172.23.72.14;2023-11-06 08:09:54.748521;-20.473102581;-43.920029425
172.23.72.14;2023-11-06 08:10:28.048759;-20.472421194;-43.920247455
172.23.72.14;2023-11-06 08:11:02.596726;-20.471437730;-43.919476493
172.23.72.14;2023-11-06 08:11:36.170070;-20.470844969;-43.919369863
172.23.72.14;2023-11-06 08:12:13.352688;-20.470777432;-43.919675714
172.23.72.14;2023-11-06 08:14:57.040276;Erro;Erro;
172.23.72.14;2023-11-06 08:15:29.808215;Erro;Erro;
172.23.72.14;2023-11-06 08:16:04.624286;Erro;Erro;
172.23.72.14;2023-11-06 08:16:37.391910;Erro;Erro;
172.23.72.14;2023-11-06 08:17:12.216166;Erro;Erro;
172.23.72.14;2023-11-06 08:17:47.028244;Erro;Erro;
172.23.72.14;2023-11-06 08:18:23.888250;Erro;Erro;
172.23.72.14;2023-11-06 08:18:56.660276;Erro;Erro;
172.23.72.14;2023-11-06 08:19:29.424273;Erro;Erro;
172.23.72.14;2023-11-06 08:20:04.240274;Erro;Erro;
172.23.72.14;2023-11-06 08:20:39.055908;Erro;Erro;
172.23.72.14;2023-11-06 08:21:11.831918;Erro;Erro;
172.23.72.14;2023-11-06 08:21:44.591850;Erro;Erro;
172.23.72.14;2023-11-06 08:22:23.504240;Erro;Erro;
172.23.72.14;2023-11-06 08:22:56.272403;Erro;Erro;
172.23.72.14;2023-11-06 08:23:31.088279;Erro;Erro;
172.23.72.14;2023-11-06 08:24:03.856219;Erro;Erro;
172.23.72.14;2023-11-06 08:24:38.679899;Erro;Erro;
172.23.72.14;2023-11-06 08:25:11.440477;Erro;Erro;
172.23.72.14;2023-11-06 08:25:46.256316;Erro;Erro;
172.23.72.14;2023-11-06 08:26:23.131969;Erro;Erro;
172.23.72.14;2023-11-06 08:26:55.888268;Erro;Erro;
172.23.72.14;2023-11-06 08:27:30.704263;Erro;Erro;
172.23.72.14;2023-11-06 08:28:03.472093;Erro;Erro;
172.23.72.14;2023-11-06 08:28:38.287887;Erro;Erro;
172.23.72.14;2023-11-06 08:29:13.104245;Erro;Erro;
172.23.72.14;2023-11-06 08:29:45.874224;Erro;Erro;
172.23.72.14;2023-11-06 08:30:22.755777;Erro;Erro;
172.23.72.14;2023-11-06 08:30:55.504205;Erro;Erro;
172.23.72.14;2023-11-06 08:31:30.320292;Erro;Erro;
172.23.72.14;2023-11-06 08:32:05.136287;Erro;Erro;
172.23.72.14;2023-11-06 08:32:37.911890;Erro;Erro;
172.23.72.14;2023-11-06 08:33:12.720244;Erro;Erro;
172.23.72.14;2023-11-06 08:33:47.536270;Erro;Erro;
172.23.72.14;2023-11-06 08:34:22.363937;Erro;Erro;
172.23.72.14;2023-11-06 08:34:55.120252;Erro;Erro;
172.23.72.14;2023-11-06 08:35:29.936267;Erro;Erro;
172.23.72.14;2023-11-06 08:36:04.752321;Erro;Erro;
172.23.72.14;2023-11-06 08:36:37.531875;Erro;Erro;
172.23.72.14;2023-11-06 08:37:12.336486;Erro;Erro;
172.23.72.14;2023-11-06 08:37:47.156262;Erro;Erro;
172.23.72.14;2023-11-06 08:38:24.016721;Erro;Erro;
172.23.72.14;2023-11-06 08:38:56.784269;Erro;Erro;
172.23.72.14;2023-11-06 08:39:29.552179;Erro;Erro;
172.23.72.14;2023-11-06 08:40:04.368268;Erro;Erro;
172.23.72.14;2023-11-06 08:40:39.184735;Erro;Erro;
172.23.72.14;2023-11-06 08:41:11.952027;Erro;Erro;
172.23.72.14;2023-11-06 08:41:46.768297;Erro;Erro;
172.23.72.14;2023-11-06 08:42:23.636164;Erro;Erro;
172.23.72.14;2023-11-06 08:42:56.400209;Erro;Erro;
172.23.72.14;2023-11-06 08:43:31.216261;Erro;Erro;
172.23.72.14;2023-11-06 08:44:06.034312;Erro;Erro;
172.23.72.14;2023-11-06 08:44:38.803867;Erro;Erro;
172.23.72.14;2023-11-06 08:45:13.616254;Erro;Erro;
172.23.72.14;2023-11-06 08:45:48.440131;Erro;Erro;
172.23.72.14;2023-11-06 08:46:23.256190;Erro;Erro;
172.23.72.14;2023-11-06 08:46:56.016243;Erro;Erro;
172.23.72.14;2023-11-06 08:47:30.832672;Erro;Erro;
172.23.72.14;2023-11-06 08:48:05.648259;Erro;Erro;
172.23.72.14;2023-11-06 08:48:40.471886;Erro;Erro;
172.23.72.14;2023-11-06 08:49:13.232240;Erro;Erro;
172.23.72.14;2023-11-06 08:49:48.048311;Erro;Erro;
172.23.72.14;2023-11-06 08:50:20.835902;Erro;Erro;
172.23.72.14;2023-11-06 08:50:55.632077;Erro;Erro;
172.23.72.14;2023-11-06 08:51:30.448266;Erro;Erro;
172.23.72.14;2023-11-06 08:52:05.264277;Erro;Erro;
172.23.72.14;2023-11-06 08:52:40.079911;Erro;Erro;
172.23.72.14;2023-11-06 08:53:12.848257;Erro;Erro;
172.23.72.14;2023-11-06 08:53:47.672193;Erro;Erro;
172.23.72.14;2023-11-06 08:54:22.480254;Erro;Erro;
172.23.72.14;2023-11-06 08:54:57.296291;Erro;Erro;
172.23.72.14;2023-11-06 08:55:30.068228;Erro;Erro;
172.23.72.14;2023-11-06 08:56:04.880271;Erro;Erro;
172.23.72.14;2023-11-07 08:44:26.051699;-20.445349448;-43.919001500
172.23.72.14;2023-11-07 08:45:00.947346;-20.445192554;-43.919616759
172.23.72.14;2023-11-07 08:45:34.783941;-20.445085637;-43.920055494
172.23.72.14;2023-11-07 08:46:08.068482;-20.444921884;-43.920916078
172.23.72.14;2023-11-07 08:46:43.466736;-20.445068410;-43.922754018
172.23.72.14;2023-11-07 08:47:15.663177;-20.446479187;-43.923509838
172.23.72.14;2023-11-07 08:47:49.453954;-20.448444396;-43.923979743
172.23.72.14;2023-11-07 08:48:23.527510;-20.450755506;-43.924074200
172.23.72.14;2023-11-07 08:49:01.465521;-20.453162332;-43.923033105
172.23.72.14;2023-11-07 08:49:33.506870;-20.455174814;-43.922619206
172.23.72.14;2023-11-07 08:50:07.660640;-20.456855860;-43.923168717
172.23.72.14;2023-11-07 08:50:40.873510;-20.458238494;-43.924255707
172.23.72.14;2023-11-07 08:51:15.512635;-20.460157187;-43.924794183
172.23.72.14;2023-11-07 08:51:50.074677;-20.461780022;-43.925764996
172.23.72.14;2023-11-07 08:52:23.536319;-20.462423452;-43.927768107
172.23.72.14;2023-11-07 08:52:59.441876;-20.464519059;-43.928797724
172.23.72.14;2023-11-07 08:53:34.926633;-20.465959916;-43.929706525
172.23.72.14;2023-11-07 08:54:08.306215;-20.467295247;-43.930528762
172.23.72.14;2023-11-07 08:54:42.262612;-20.467935123;-43.931628465
172.23.72.14;2023-11-07 08:55:15.930106;-20.468110782;-43.932485533
172.23.72.14;2023-11-07 08:55:49.468440;-20.469868568;-43.932447034
172.23.72.14;2023-11-07 08:56:23.824696;-20.471463161;-43.933174164
172.23.72.14;2023-11-07 08:57:00.001081;-20.472478713;-43.935176118
172.23.72.14;2023-11-07 08:57:34.990547;-20.473756726;-43.936831432
172.23.72.14;2023-11-07 08:58:09.092262;-20.475094322;-43.938081408
172.23.72.14;2023-11-07 08:58:42.647295;-20.476394894;-43.939300658
172.23.72.14;2023-11-07 08:59:15.941949;-20.477721400;-43.940237652
172.23.72.14;2023-11-07 08:59:50.389246;-20.479185847;-43.939321903
172.23.72.14;2023-11-07 09:00:24.813854;-20.479731593;-43.938104208
172.23.72.14;2023-11-07 09:01:00.824387;-20.479867987;-43.937225362
172.23.72.14;2023-11-07 09:01:34.140706;-20.479874148;-43.937213070
172.23.72.14;2023-11-07 09:02:07.744725;-20.479874054;-43.937213091
172.23.72.14;2023-11-07 09:02:41.224920;-20.479874207;-43.937213633
172.23.72.14;2023-11-07 09:03:15.499031;-20.479874153;-43.937214086
172.23.72.14;2023-11-07 09:03:49.192793;-20.479873918;-43.937214468
172.23.72.14;2023-11-07 09:04:22.622925;-20.479873979;-43.937214493
172.23.72.14;2023-11-07 09:05:00.592785;-20.479874301;-43.937214071
172.23.72.14;2023-11-07 09:05:34.296654;-20.479874576;-43.937213674
172.23.72.14;2023-11-07 09:06:08.024732;-20.479874471;-43.937213570
172.23.72.14;2023-11-07 09:06:41.936717;-20.479874173;-43.937213566
172.23.72.14;2023-11-07 09:07:16.056769;-20.479873783;-43.937213637
172.23.72.14;2023-11-07 09:07:49.688688;-20.479873422;-43.937213739
172.23.72.14;2023-11-07 09:08:22.998707;-20.479873170;-43.937213837
172.23.72.14;2023-11-07 09:09:00.392629;-20.479872949;-43.937213951
172.23.72.14;2023-11-07 09:09:34.714857;-20.479872803;-43.937214036
172.23.72.14;2023-11-07 09:10:08.486489;-20.479872747;-43.937214084
172.23.72.14;2023-11-07 09:10:42.319364;-20.479872692;-43.937214133
172.23.72.14;2023-11-07 09:11:16.227436;-20.479872593;-43.937214241
172.23.72.14;2023-11-07 09:11:50.040107;-20.479872416;-43.937214491
172.23.72.14;2023-11-07 09:12:24.204769;-20.479872155;-43.937214840
172.23.72.14;2023-11-07 09:13:01.000723;-20.479872044;-43.937215302
172.23.72.14;2023-11-07 09:13:34.351201;-20.479872245;-43.937215520
172.23.72.14;2023-11-07 09:14:08.423038;-20.479872616;-43.937215577
172.23.72.14;2023-11-07 09:14:42.050891;-20.479872834;-43.937215718
172.23.72.14;2023-11-07 09:15:15.598158;-20.479872786;-43.937215999
172.23.72.14;2023-11-07 09:15:49.413026;-20.479872625;-43.937216273
172.23.72.14;2023-11-07 09:16:23.466513;-20.479872572;-43.937216421
172.23.72.14;2023-11-07 09:17:02.886671;-20.479914766;-43.937134779
172.23.72.14;2023-11-07 09:17:35.023982;-20.480362520;-43.937499728
172.23.72.14;2023-11-07 09:18:09.104713;-20.480445190;-43.937359916
172.23.72.14;2023-11-07 09:18:43.205417;-20.480443425;-43.937360963
172.23.72.14;2023-11-07 09:19:17.050987;-20.480376490;-43.937448265
172.23.72.14;2023-11-07 09:19:51.047997;-20.479863742;-43.938351787
172.23.72.14;2023-11-07 09:20:24.692154;-20.479006265;-43.939482093
172.23.72.14;2023-11-07 09:21:00.098864;-20.477198146;-43.940041161
172.23.72.14;2023-11-07 09:21:34.445302;-20.475303250;-43.938151327
172.23.72.14;2023-11-07 09:22:08.100712;-20.473373391;-43.936288190
172.23.72.14;2023-11-07 09:22:42.130702;-20.471859825;-43.933517015
172.23.72.14;2023-11-07 09:23:16.375906;-20.469214912;-43.932360426
172.23.72.14;2023-11-07 09:23:50.558423;-20.467794515;-43.931055321
172.23.72.14;2023-11-07 09:24:24.202840;-20.465770840;-43.929458931
172.23.72.14;2023-11-07 09:25:00.268716;-20.462968352;-43.928106850
172.23.72.14;2023-11-07 09:25:34.509044;-20.461789842;-43.925584951
172.23.72.14;2023-11-07 09:26:08.849913;-20.460763753;-43.924769852
172.23.72.14;2023-11-07 09:26:42.759296;-20.459830605;-43.924675551
172.23.72.14;2023-11-07 09:27:16.621509;-20.459052889;-43.924545660
172.23.72.14;2023-11-07 09:27:50.691736;-20.458539043;-43.924299325
172.23.72.14;2023-11-07 09:28:24.679867;-20.457545650;-43.923508012
172.23.72.14;2023-11-07 09:29:01.437467;-20.455750905;-43.921568364
172.23.72.14;2023-11-07 09:29:33.415679;-20.453140107;-43.919823007
172.23.72.14;2023-11-07 09:30:07.863405;-20.451164400;-43.919900183
172.23.72.14;2023-11-07 09:30:41.982222;-20.451164571;-43.919899952
172.23.72.14;2023-11-07 09:31:16.301073;-20.451165003;-43.919900514
172.23.72.14;2023-11-07 09:31:49.628898;-20.451164789;-43.919900623
172.23.72.14;2023-11-07 09:32:23.624762;-20.451164814;-43.919900203
172.23.72.14;2023-11-07 09:33:00.449865;-20.451059449;-43.920265232
172.23.72.14;2023-11-07 09:33:35.097741;-20.451046051;-43.920408950
172.23.72.14;2023-11-07 09:34:08.335671;-20.451055656;-43.920388964
172.23.72.14;2023-11-07 09:34:42.183393;-20.451057290;-43.920389029
172.23.72.14;2023-11-07 09:35:16.521936;-20.451056870;-43.920388776
172.23.72.14;2023-11-07 09:35:51.150274;-20.451056328;-43.920388836
172.23.72.14;2023-11-07 09:36:23.760541;-20.451055813;-43.920389244
172.23.72.14;2023-11-07 09:37:06.437726;-20.451047485;-43.919568206
172.23.72.14;2023-11-07 09:37:33.567404;-20.451955760;-43.919387641
172.23.72.14;2023-11-07 09:38:08.989720;-20.452848601;-43.919773923
172.23.72.14;2023-11-07 09:38:41.480719;-20.453810975;-43.920257910
172.23.72.14;2023-11-07 09:39:16.755689;-20.454752633;-43.920861692
172.23.72.14;2023-11-07 09:39:50.302516;-20.455620508;-43.921567092
172.23.72.14;2023-11-08 08:00:06.159867;Erro;Erro;
172.23.72.14;2023-11-08 08:00:43.028122;Erro;Erro;
172.23.72.14;2023-11-08 08:01:17.840276;Erro;Erro;
172.23.72.14;2023-11-08 08:01:52.656263;Erro;Erro;
172.23.72.14;2023-11-08 08:02:25.424212;Erro;Erro;
172.23.72.14;2023-11-08 08:02:58.191871;Erro;Erro;
172.23.72.14;2023-11-08 08:03:33.008186;Erro;Erro;
172.23.72.14;2023-11-08 08:04:07.824238;Erro;Erro;
172.23.72.14;2023-11-08 08:04:42.640266;Erro;Erro;
172.23.72.14;2023-11-08 08:05:15.408287;Erro;Erro;
172.23.72.14;2023-11-08 08:05:50.224214;Erro;Erro;
172.23.72.14;2023-11-08 08:06:25.040290;Erro;Erro;
172.23.72.14;2023-11-08 08:06:57.808038;Erro;Erro;
172.23.72.14;2023-11-08 08:07:32.624211;Erro;Erro;
172.23.72.14;2023-11-08 08:08:05.392048;Erro;Erro;
172.23.72.14;2023-11-08 08:08:42.256259;Erro;Erro;
172.23.72.14;2023-11-08 08:09:17.072261;Erro;Erro;
172.23.72.14;2023-11-08 08:09:49.840080;Erro;Erro;
172.23.72.14;2023-11-08 08:10:24.656269;Erro;Erro;
172.23.72.14;2023-11-08 08:10:59.471904;Erro;Erro;
172.23.72.14;2023-11-08 08:11:32.239885;Erro;Erro;
172.23.72.14;2023-11-08 08:12:07.056335;Erro;Erro;
172.23.72.14;2023-11-08 08:12:41.872427;Erro;Erro;
172.23.72.14;2023-11-08 08:13:14.640085;Erro;Erro;
172.23.72.14;2023-11-08 08:13:49.456273;Erro;Erro;
172.23.72.14;2023-11-08 08:14:24.272318;Erro;Erro;
172.23.72.14;2023-11-08 08:14:57.039867;Erro;Erro;
172.23.72.14;2023-11-08 08:15:31.856008;Erro;Erro;
172.23.72.14;2023-11-08 08:16:04.624077;Erro;Erro;
172.23.72.14;2023-11-08 08:16:41.492159;Erro;Erro;
172.23.72.14;2023-11-08 08:17:14.256078;Erro;Erro;
172.23.72.14;2023-11-08 08:17:49.072083;Erro;Erro;
172.23.72.14;2023-11-08 08:18:23.888106;Erro;Erro;
172.23.72.14;2023-11-08 08:18:56.656140;Erro;Erro;
172.23.72.14;2023-11-08 08:19:31.472303;Erro;Erro;
172.23.72.14;2023-11-08 08:20:04.240206;Erro;Erro;
172.23.72.14;2023-11-08 08:20:41.104074;Erro;Erro;
172.23.72.14;2023-11-08 08:21:15.920172;Erro;Erro;
172.23.72.14;2023-11-08 08:21:50.736098;Erro;Erro;
172.23.72.14;2023-11-08 08:22:23.508275;Erro;Erro;
172.23.72.14;2023-11-08 08:22:58.319916;Erro;Erro;
172.23.72.14;2023-11-08 08:23:31.091894;Erro;Erro;
172.23.72.14;2023-11-08 08:24:05.904254;Erro;Erro;
172.23.72.14;2023-11-08 08:24:42.768279;Erro;Erro;
172.23.72.14;2023-11-08 08:25:15.536084;Erro;Erro;
172.23.72.14;2023-11-08 08:25:50.352246;Erro;Erro;
172.23.72.14;2023-11-08 08:26:23.120227;Erro;Erro;
172.23.72.14;2023-11-08 08:26:57.935977;Erro;Erro;
172.23.72.14;2023-11-08 08:27:30.704441;Erro;Erro;
172.23.72.14;2023-11-08 08:28:05.520164;Erro;Erro;
172.23.72.14;2023-11-08 08:28:40.336028;Erro;Erro;
172.23.72.14;2023-11-08 08:29:15.152259;Erro;Erro;
172.23.72.14;2023-11-08 08:29:28.053622;0.000000000;0.000000000
172.23.72.14;2023-11-08 08:29:49.968268;Erro;Erro;
172.23.72.14;2023-11-08 08:29:52.094177;0.000000000;0.000000000
172.23.72.14;2023-11-08 08:29:54.182465;0.000000000;0.000000000
172.23.72.14;2023-11-08 08:30:22.736259;Erro;Erro;
172.23.72.14;2023-11-08 08:30:30.399528;-20.475845817;-43.922754330
172.23.72.14;2023-11-08 08:31:05.244662;-20.475852037;-43.922746189
172.23.72.14;2023-11-08 08:31:39.444821;-20.475855698;-43.922746161
172.23.72.14;2023-11-08 08:34:24.400275;Erro;Erro;
172.23.72.14;2023-11-08 08:34:57.167895;Erro;Erro;
172.23.72.14;2023-11-08 08:35:31.984377;Erro;Erro;
172.23.72.14;2023-11-08 08:36:06.800213;Erro;Erro;
172.23.72.14;2023-11-08 08:36:41.616199;Erro;Erro;
172.23.72.14;2023-11-08 08:37:16.432255;Erro;Erro;
172.23.72.14;2023-11-08 08:37:49.200247;Erro;Erro;
172.23.72.14;2023-11-08 08:38:24.016100;Erro;Erro;
172.23.72.14;2023-11-08 08:38:56.783908;Erro;Erro;
172.23.72.14;2023-11-08 08:39:33.656130;Erro;Erro;
172.23.72.14;2023-11-08 08:40:06.416172;Erro;Erro;
172.23.72.14;2023-11-08 08:40:41.231816;Erro;Erro;
172.23.72.14;2023-11-08 08:41:16.048258;Erro;Erro;
172.23.72.14;2023-11-08 08:41:50.864309;Erro;Erro;
172.23.72.14;2023-11-08 08:42:23.632265;Erro;Erro;
172.23.72.14;2023-11-08 08:42:56.400092;Erro;Erro;
172.23.72.14;2023-11-09 08:54:39.188658;-20.465767226;-43.926193440
172.23.72.14;2023-11-09 08:55:15.561924;-20.466426633;-43.925149647
172.23.72.14;2023-11-09 08:55:48.010956;-20.466618297;-43.923999550
172.23.72.14;2023-11-09 08:56:21.546998;-20.467753803;-43.923554889
172.23.72.14;2023-11-09 08:56:55.052836;-20.469036406;-43.923628161
172.23.72.14;2023-11-09 08:57:29.075733;-20.470366186;-43.923667844
172.23.72.14;2023-11-09 08:58:03.483875;-20.471678745;-43.923826000
172.23.72.14;2023-11-09 08:58:36.829773;-20.473302795;-43.923660782
172.23.72.14;2023-11-09 08:59:14.708835;-20.475245854;-43.922065883
172.23.72.14;2023-11-09 08:59:48.059102;-20.474850719;-43.920391397
172.23.72.14;2023-11-09 09:00:21.964676;-20.474872535;-43.919489348
172.23.72.14;2023-11-09 09:00:55.591902;-20.475341394;-43.918479700
172.23.72.14;2023-11-09 09:01:29.000700;-20.475743149;-43.918315170
172.23.72.14;2023-11-09 09:02:03.356718;-20.475924307;-43.918195193
172.23.72.14;2023-11-09 09:02:37.792783;-20.475818198;-43.918283727
172.23.72.14;2023-11-09 09:03:13.151034;-20.475226615;-43.918711714
172.23.72.14;2023-11-09 09:03:46.995837;-20.474922365;-43.919517936
172.23.72.14;2023-11-09 09:04:21.021450;-20.474809620;-43.920583231
172.23.72.14;2023-11-09 09:04:54.679715;-20.474972442;-43.922370222
172.23.72.14;2023-11-09 09:05:28.128424;-20.473754916;-43.923461185
172.23.72.14;2023-11-09 09:06:02.406237;-20.471499044;-43.923684751
172.23.72.14;2023-11-09 09:06:35.455353;-20.469204064;-43.923508541
172.23.72.14;2023-11-09 09:07:14.248302;-20.466852385;-43.923470565
172.23.72.14;2023-11-09 09:07:47.267535;-20.466178472;-43.925783137
172.23.72.14;2023-11-09 09:08:20.335446;-20.463850310;-43.925757683
172.23.72.14;2023-11-09 09:08:53.910852;-20.463212599;-43.925031769
172.23.72.14;2023-11-09 09:09:27.635813;-20.463211774;-43.925031197
172.23.72.14;2023-11-09 09:12:12.560082;Erro;Erro;
172.23.72.14;2023-11-09 09:12:45.328172;Erro;Erro;
172.23.72.14;2023-11-09 09:13:18.102337;Erro;Erro;
172.23.72.14;2023-11-09 09:13:57.008292;Erro;Erro;
172.23.72.14;2023-11-09 09:14:29.776099;Erro;Erro;
172.23.72.14;2023-11-09 09:15:04.596293;Erro;Erro;
172.23.72.14;2023-11-09 09:15:39.407974;Erro;Erro;
172.23.72.14;2023-11-09 09:16:12.176411;Erro;Erro;
172.23.72.14;2023-11-09 09:16:44.944180;Erro;Erro;
172.23.72.14;2023-11-09 09:17:23.856282;Erro;Erro;
172.23.72.14;2023-11-09 09:17:56.628127;Erro;Erro;
172.23.72.14;2023-11-09 09:18:31.455938;Erro;Erro;
172.23.72.14;2023-11-09 09:19:04.208230;Erro;Erro;
172.23.72.14;2023-11-09 09:19:39.023887;Erro;Erro;
172.23.72.14;2023-11-09 09:20:11.792329;Erro;Erro;
172.23.72.14;2023-11-09 09:20:46.608109;Erro;Erro;
172.23.72.14;2023-11-09 09:21:23.472271;Erro;Erro;
172.23.72.14;2023-11-09 09:21:58.288269;Erro;Erro;
172.23.72.14;2023-11-09 09:22:31.056256;Erro;Erro;
172.23.72.14;2023-11-09 09:23:05.872278;Erro;Erro;
172.23.72.14;2023-11-09 09:23:38.639880;Erro;Erro;
172.23.72.14;2023-11-09 09:24:13.456423;Erro;Erro;
172.23.72.14;2023-11-09 09:24:46.224256;Erro;Erro;
172.23.72.14;2023-11-09 09:25:23.088338;Erro;Erro;
172.23.72.14;2023-11-09 09:25:57.904263;Erro;Erro;
172.23.72.14;2023-11-09 09:26:32.720266;Erro;Erro;
172.23.72.14;2023-11-09 09:27:05.488246;Erro;Erro;
172.23.72.14;2023-11-09 09:27:40.303894;Erro;Erro;
172.23.72.14;2023-11-09 09:28:13.072021;Erro;Erro;
172.23.72.14;2023-11-09 09:28:47.888144;Erro;Erro;
172.23.72.14;2023-11-09 09:29:24.767874;Erro;Erro;
172.23.72.14;2023-11-09 09:29:26.917356;0.000000000;0.000000000
172.23.72.14;2023-11-09 09:29:26.918042;0.000000000;0.000000000
172.23.72.14;2023-11-09 09:29:30.860712;0.000000000;0.000000000
172.23.72.14;2023-11-09 09:29:57.520114;Erro;Erro;
172.23.72.14;2023-11-09 09:30:03.578493;-20.463216833;-43.925032595
172.23.72.14;2023-11-09 09:30:38.577455;-20.463212824;-43.925029606
172.23.72.14;2023-11-09 09:31:14.399333;-20.462736358;-43.925441754
172.23.72.14;2023-11-09 09:31:47.710954;-20.460563249;-43.924742595
172.23.72.14;2023-11-09 09:32:21.372025;-20.458025078;-43.923937121
172.23.72.14;2023-11-09 09:32:55.311556;-20.456593291;-43.922572349
172.23.72.14;2023-11-09 09:33:30.422189;-20.454921832;-43.920871146
172.23.72.14;2023-11-09 09:34:04.655563;-20.452919410;-43.919721243
